Product Name,Product Link,Processor,Internal memory,Video card,Display,Solid-state drive,Price,Hard drive
MSI Katana 15,https://laptopmedia.com/laptop-specs/msi-katana-15-37/,Intel Core i7-12650H,16GB RAM,"NVIDIA GeForce RTX 4070 (Laptop, 105W)","15.6”, Full HD (1920 x 1080), 144 Hz, IPS",1000GB SSD,$175999,
Lenovo ThinkPad T16 Gen 1,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-t16-gen-1-162/,Intel Core i5-1245U,40GB RAM,Intel Iris Xe Graphics G7 (80EU),"16.0”, WUXGA (1920 x 1200), IPS",1000GB SSD,$112999,
HP EliteBook 845 G7,https://laptopmedia.com/laptop-specs/hp-elitebook-845-g7-134/,AMD Ryzen 5 PRO 4650U,32GB RAM,"AMD Radeon RX Vega 6 (R4000/5000, 15W)","14.0”, Full HD (1920 x 1080), IPS",1000GB SSD,$112900,
Lenovo V15 Gen 2,https://laptopmedia.com/laptop-specs/lenovo-v15-gen-2-477/,Intel Core i7-1165G7,40GB RAM,Intel Iris Xe Graphics G7 (96EU),"15.6”, Full HD (1920 x 1080), IPS",2000GB SSD,$162900,2000GB HDD
HP ENVY 17,https://laptopmedia.com/laptop-specs/hp-envy-17-3124/,Intel Core i7-1255U,16GB RAM,NVIDIA GeForce MX550,"17.3”, Full HD (1920 x 1080), IPS",512GB SSD,$149999,
Lenovo IdeaPad 3i 14,https://laptopmedia.com/laptop-specs/lenovo-ideapad-3i-14-323/,Intel Core i7-1165G7,8GB RAM,Intel Iris Xe Graphics G7 (96EU),"14.0”, Full HD (1920 x 1080), TN",512GB SSD,$78999,
MSI Summit E13 Flip,https://laptopmedia.com/laptop-specs/msi-summit-e13-flip-60/,Intel Core i7-1260P,32GB RAM,Intel Iris Xe Graphics G7 (96EU),"13.4"", FHD+ (1920 x 1200), 120 Hz, IPS",2000GB SSD,$174400,
Lenovo ThinkPad E15 Gen 4,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-e15-gen-4-300/,AMD Ryzen 5 5625U,24GB RAM,"AMD Radeon RX Vega 7 (R4000/5000, 15W)","15.6”, Full HD (1920 x 1080), IPS",2000GB SSD,$150900,
HP ENVY x360 15,https://laptopmedia.com/laptop-specs/hp-envy-x360-15-4188/,Intel Core i7-1195G7,24GB RAM,Intel Iris Xe Graphics G7 (96EU),"15.6”, Full HD (1920 x 1080), IPS",1000GB SSD,$113999,
LG Gram 14,https://laptopmedia.com/laptop-specs/lg-gram-14-98/,Intel Core i7-1260P,16GB RAM,Intel Iris Xe Graphics G7 (96EU),"14.0"", FHD+ (1920 x 1200), IPS",2000GB SSD,$174900,
LG Gram 14,https://laptopmedia.com/laptop-specs/lg-gram-14-94/,Intel Core i7-1260P,16GB RAM,Intel Iris Xe Graphics G7 (96EU),"14.0"", FHD+ (1920 x 1200), IPS",2000GB SSD,$189900,
LG gram 16 2-in-1,https://laptopmedia.com/laptop-specs/lg-gram-16-2-in-1-16/,Intel Core i7-1260P,16GB RAM,Intel Iris Xe Graphics G7 (96EU),"16.0"", WQXGA (2560 x 1600), IPS",1000GB SSD,$172900,
HP ENVY x360 15,https://laptopmedia.com/laptop-specs/hp-envy-x360-15-4136/,Intel Core i5-1135G7,32GB RAM,Intel Iris Xe Graphics G7 (80EU),"15.6”, Full HD (1920 x 1080), IPS",2000GB SSD,$129900,
HP ENVY x360 15,https://laptopmedia.com/laptop-specs/hp-envy-x360-15-4135/,Intel Core i5-1135G7,32GB RAM,Intel Iris Xe Graphics G7 (80EU),"15.6”, Full HD (1920 x 1080), IPS",2000GB SSD,$124900,
Lenovo IdeaPad 3 17,https://laptopmedia.com/laptop-specs/lenovo-ideapad-3-17-1771/,AMD Ryzen 5 5625U,16GB RAM,"AMD Radeon RX Vega 7 (R4000/5000, 15W)","17.3”, Full HD (1920 x 1080), IPS",1000GB SSD,$53800,
MSI Raider GE76,https://laptopmedia.com/laptop-specs/msi-raider-ge76-558/,Intel Core i9-12900H,64GB RAM,"NVIDIA GeForce RTX 3060 (Laptop, 140W)","17.3”, Full HD (1920 x 1080), 144 Hz, IPS",4000GB SSD,$263900,
MSI Raider GE76,https://laptopmedia.com/laptop-specs/msi-raider-ge76-553/,Intel Core i9-12900H,32GB RAM,"NVIDIA GeForce RTX 3060 (Laptop, 140W)","17.3”, Full HD (1920 x 1080), 144 Hz, IPS",2000GB SSD,$230900,
HP ZBook Firefly 15 G8,https://laptopmedia.com/laptop-specs/hp-zbook-firefly-15-g8-243/,Intel Core i7-1185G7,64GB RAM,NVIDIA Quadro T500,"15.6”, Full HD (1920 x 1080), IPS",512GB SSD,$238900,
Dell Inspiron 3520,https://laptopmedia.com/laptop-specs/dell-inspiron-3520-217/,Intel Core i7-1255U,16GB RAM,Intel Iris Xe Graphics G7 (96EU),"15.6”, Full HD (1920 x 1080), 120 Hz, IPS",1000GB SSD,$114900,
HP OMEN 17,https://laptopmedia.com/laptop-specs/hp-omen-17-1478/,Intel Core i7-12700H,64GB RAM,NVIDIA GeForce RTX 3060 (Laptop),"17.3”, Full HD (1920 x 1080), 144 Hz, IPS",8000GB SSD,$433900,
HP OMEN 17,https://laptopmedia.com/laptop-specs/hp-omen-17-1457/,Intel Core i7-12700H,32GB RAM,NVIDIA GeForce RTX 3060 (Laptop),"17.3”, Full HD (1920 x 1080), 144 Hz, IPS",1000GB SSD,$183900,
HP 15,https://laptopmedia.com/laptop-specs/hp-15-14684/,Intel Core i5-1135G7,32GB RAM,Intel Iris Xe Graphics G7 (80EU),"15.6”, Full HD (1920 x 1080), IPS",1000GB SSD,$109999,
Dell Inspiron 7415 2-in-1,https://laptopmedia.com/laptop-specs/dell-inspiron-7415-2-in-1-219/,AMD Ryzen 5 5500U,8GB RAM,"AMD Radeon RX Vega 7 (R4000/5000, 15W)","14.0”, Full HD (1920 x 1080), IPS",256GB SSD,$67900,
HP 17,https://laptopmedia.com/laptop-specs/hp-17-15321/,Intel Core i5-1135G7,16GB RAM,Intel Iris Xe Graphics G7 (80EU),"17.3”, HD+ (1600 x 900), TN",256GB SSD,$114500,
HP 17,https://laptopmedia.com/laptop-specs/hp-17-14559/,AMD Ryzen 5 5500U,64GB RAM,"AMD Radeon RX Vega 7 (R4000/5000, 15W)","17.3”, Full HD (1920 x 1080), IPS",512GB SSD,$111900,
MSI Pulse GL76,https://laptopmedia.com/laptop-specs/msi-pulse-gl76-562/,Intel Core i7-12700H,16GB RAM,"NVIDIA GeForce RTX 3070 (Laptop, 105W)","17.3”, Full HD (1920 x 1080), 360 Hz, IPS",1000GB SSD,$193900,
HP 15,https://laptopmedia.com/laptop-specs/hp-15-13399/,Intel Core i5-1135G7,64GB RAM,Intel Iris Xe Graphics G7 (80EU),"15.6”, HD (1366 x 768), TN",256GB SSD,$198500,1000GB HDD
ASUS ROG Strix G17,https://laptopmedia.com/laptop-specs/asus-rog-strix-g17-118/,AMD Ryzen 9 7945HX,32GB RAM,"NVIDIA GeForce RTX 4060 (Laptop, 140W)","17.3"", QHD (2560 x 1440), 240 Hz, IPS",2000GB SSD,$205400,
HP 17,https://laptopmedia.com/laptop-specs/hp-17-14394/,Intel Core i7-1165G7,16GB RAM,Intel Iris Xe Graphics G7 (96EU),"17.3”, HD+ (1600 x 900), TN",2000GB SSD,$179900,
HP 17,https://laptopmedia.com/laptop-specs/hp-17-14386/,Intel Core i7-1255U,64GB RAM,Intel Iris Xe Graphics G7 (96EU),"17.3”, Full HD (1920 x 1080), IPS",512GB SSD,$126999,
HP 15,https://laptopmedia.com/laptop-specs/hp-15-13313/,Intel Core i5-1135G7,32GB RAM,Intel Iris Xe Graphics G7 (80EU),"15.6”, HD (1366 x 768), TN",1000GB SSD,$177500,2000GB HDD
Lenovo IdeaPad Gaming 3 15,https://laptopmedia.com/laptop-specs/lenovo-ideapad-gaming-3-15-310/,AMD Ryzen 5 5600H,8GB RAM,"NVIDIA GeForce RTX 3050 Ti (Laptop, 85W)","15.6”, Full HD (1920 x 1080), IPS",256GB SSD,$86999,
HP 15,https://laptopmedia.com/laptop-specs/hp-15-14885/,Intel Core i5-1135G7,12GB RAM,Intel Iris Xe Graphics G7 (80EU),"15.6”, HD (1366 x 768), TN",512GB SSD,$59999,
LG gram 16 2-in-1,https://laptopmedia.com/laptop-specs/lg-gram-16-2-in-1-95/,Intel Core i7-1260P,16GB RAM,Intel Iris Xe Graphics G7 (96EU),"16.0"", WQXGA (2560 x 1600), IPS",1000GB SSD,$144999,
ASUS ROG Zephyrus M16,https://laptopmedia.com/laptop-specs/asus-rog-zephyrus-m16-567/,Intel Core i9-13900H,64GB RAM,"NVIDIA GeForce RTX 4090 (Laptop, 145W)","16.0"", WQXGA (2560 x 1600), 240 Hz, IPS",8000GB SSD,$684400,
Lenovo Legion 5i 17,https://laptopmedia.com/laptop-specs/lenovo-legion-5i-17-113/,Intel Core i7-11800H,64GB RAM,"NVIDIA GeForce RTX 3050 Ti (Laptop, 95W)","17.3”, Full HD (1920 x 1080), 144 Hz, IPS",2000GB SSD,$176900,
Acer Predator Triton 500 SE,https://laptopmedia.com/laptop-specs/acer-predator-triton-500-se-347/,Intel Core i7-11800H,64GB RAM,"NVIDIA GeForce RTX 3060 (Laptop, 105W)","16.0"", WQXGA (2560 x 1600), 165 Hz, IPS",1000GB SSD,$148900,
Acer Aspire 5,https://laptopmedia.com/laptop-specs/acer-aspire-5-3278/,Intel Core i7-1260P,64GB RAM,NVIDIA GeForce RTX 2050 (35W),"15.6”, Full HD (1920 x 1080), IPS",2000GB SSD,$149999,
Acer Nitro 5,https://laptopmedia.com/laptop-specs/acer-nitro-5-2876/,Intel Core i5-10300H,32GB RAM,"NVIDIA GeForce RTX 3050 (Laptop, 75W)","15.6”, Full HD (1920 x 1080), 144 Hz, IPS",1000GB SSD,$119900,
HP 15,https://laptopmedia.com/laptop-specs/hp-15-14658/,Intel Core i7-1165G7,64GB RAM,Intel Iris Xe Graphics G7 (96EU),"15.6”, HD (1366 x 768), TN",2000GB SSD,$162499,
HP 15,https://laptopmedia.com/laptop-specs/hp-15-14474/,Intel Core i5-1135G7,20GB RAM,Intel Iris Xe Graphics G7 (80EU),"15.6”, HD (1366 x 768), TN",512GB SSD,$80999,
HP 15,https://laptopmedia.com/laptop-specs/hp-15-14589/,Intel Core i7-1165G7,16GB RAM,Intel Iris Xe Graphics G7 (96EU),"15.6”, Full HD (1920 x 1080), IPS",2000GB SSD,$115999,
HP 15,https://laptopmedia.com/laptop-specs/hp-15-14587/,Intel Core i7-1165G7,16GB RAM,Intel Iris Xe Graphics G7 (96EU),"15.6”, Full HD (1920 x 1080), IPS",256GB SSD,$102999,
HP 15,https://laptopmedia.com/laptop-specs/hp-15-14564/,Intel Core i5-1135G7,32GB RAM,Intel Iris Xe Graphics G7 (80EU),"15.6”, Full HD (1920 x 1080), IPS",256GB SSD,$125999,
ASUS VivoBook 16X,https://laptopmedia.com/laptop-specs/asus-vivobook-16x-167/,Intel Core i7-12700H,24GB RAM,Intel Iris Xe Graphics G7 (96EU),"16.0”, WQUXGA (3840 x 2400), OLED",512GB SSD,$157999,
Lenovo IdeaPad Flex 5i 14,https://laptopmedia.com/laptop-specs/lenovo-ideapad-flex-5i-14-32/,Intel Core i5-1235U,16GB RAM,Intel Iris Xe Graphics G7 (80EU),"14.0”, WUXGA (1920 x 1200), IPS",1000GB SSD,$97999,
Lenovo IdeaPad Gaming 3,https://laptopmedia.com/laptop-specs/lenovo-ideapad-gaming-3-10/,AMD  Ryzen 5 6600H,16GB RAM,"NVIDIA GeForce RTX 3050 (Laptop, 85W)","15.6”, Full HD (1920 x 1080), 120 Hz, IPS",512GB SSD,$85900,
HP 15,https://laptopmedia.com/laptop-specs/hp-15-14856/,AMD Ryzen 5 5500U,8GB RAM,"AMD Radeon RX Vega 7 (R4000/5000, 15W)","15.6”, Full HD (1920 x 1080), IPS",1000GB SSD,$133900,
HP 15,https://laptopmedia.com/laptop-specs/hp-15-14800/,Intel Core i7-1255U,64GB RAM,Intel Iris Xe Graphics G7 (96EU),"15.6”, Full HD (1920 x 1080), IPS",1000GB SSD,$149999,
HP 15,https://laptopmedia.com/laptop-specs/hp-15-14747/,Intel Core i5-1135G7,32GB RAM,Intel Iris Xe Graphics G7 (80EU),"15.6”, Full HD (1920 x 1080), IPS",256GB SSD,$124400,
Lenovo V15 Gen 2,https://laptopmedia.com/laptop-specs/lenovo-v15-gen-2-552/,Intel Core i7-1165G7,40GB RAM,Intel Iris Xe Graphics G7 (96EU),"15.6”, Full HD (1920 x 1080), IPS",1000GB SSD,$111400,
HP OMEN 17,https://laptopmedia.com/laptop-specs/hp-omen-17-1512/,Intel Core i9-13900HX,32GB RAM,NVIDIA GeForce RTX 4080 (Laptop),"17.3"", QHD (2560 x 1440), 240 Hz, IPS",512GB SSD,$353999,
HP OMEN 17,https://laptopmedia.com/laptop-specs/hp-omen-17-1511/,Intel Core i9-13900HX,32GB RAM,NVIDIA GeForce RTX 4080 (Laptop),"17.3"", QHD (2560 x 1440), 240 Hz, IPS",1000GB SSD,$373999,
Acer Predator Helios 300,https://laptopmedia.com/laptop-specs/acer-predator-helios-300-1532/,Intel Core i7-12700H,16GB RAM,"NVIDIA GeForce RTX 3070 Ti (Laptop, 150W)","15.6”,  QHD (2560 x 1440), 240 Hz, IPS",2000GB SSD,$277900,
MSI GP66 Leopard,https://laptopmedia.com/laptop-specs/msi-gp66-leopard-790/,Intel Core i7-11800H,64GB RAM,"NVIDIA GeForce RTX 3070 (Laptop, 140W)","15.6”, Full HD (1920 x 1080), 144 Hz, IPS",4000GB SSD,$278900,
HP OMEN 16,https://laptopmedia.com/laptop-specs/hp-omen-16-872/,AMD Ryzen 7 5800H,32GB RAM,NVIDIA GeForce RTX 3050 Ti (Laptop),"16.1″, Full HD (1920 x 1080), 144 Hz, IPS",2000GB SSD,$244900,
Dell Inspiron 5625,https://laptopmedia.com/laptop-specs/dell-inspiron-5625-52/,AMD Ryzen 7 5825U,32GB RAM,"AMD Radeon RX Vega 8 (R4000/5000, 15W)","16.0”, WUXGA (1920 x 1200), IPS",1000GB SSD,$124900,
HP 15,https://laptopmedia.com/laptop-specs/hp-15-14316/,Intel Core i7-1260P,64GB RAM,Intel Iris Xe Graphics G7 (96EU),"15.6”, Full HD (1920 x 1080), IPS",2000GB SSD,$145999,
Lenovo Legion 5i 15,https://laptopmedia.com/laptop-specs/lenovo-legion-5i-15-1348/,Intel Core i7-12700H,16GB RAM,"NVIDIA GeForce RTX 3060 (Laptop, 130W)","15.6”, QHD (2560 x 1440), 165 Hz, IPS",2000GB SSD,$199999,
MSI Delta 15,https://laptopmedia.com/laptop-specs/msi-delta-15-251/,AMD Ryzen 7 5800H,32GB RAM,AMD Radeon RX 6700M,"15.6”, Full HD (1920 x 1080), 240 Hz, IPS",2000GB SSD,$309900,
HP OMEN 16,https://laptopmedia.com/laptop-specs/hp-omen-16-886/,AMD Ryzen 7 5800H,32GB RAM,NVIDIA GeForce RTX 3050 Ti (Laptop),"16.1″, Full HD (1920 x 1080), 144 Hz, IPS",4000GB SSD,$284900,
HP OMEN 16,https://laptopmedia.com/laptop-specs/hp-omen-16-877/,AMD Ryzen 7 5800H,32GB RAM,NVIDIA GeForce RTX 3050 Ti (Laptop),"16.1″, Full HD (1920 x 1080), 144 Hz, IPS",4000GB SSD,$367900,
Lenovo ThinkPad T16 Gen 1,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-t16-gen-1-200/,Intel Core i5-1235U,12GB RAM,Intel Iris Xe Graphics G7 (80EU),"16.0”, WUXGA (1920 x 1200), IPS",2000GB SSD,$137999,
HP Pavilion Gaming 15,https://laptopmedia.com/laptop-specs/hp-pavilion-gaming-15-1061/,AMD Ryzen 5 5600H,64GB RAM,NVIDIA GeForce GTX 1650 (Laptop),"15.6”, Full HD (1920 x 1080), 144 Hz, IPS",8000GB SSD,$471900,
HP ZBook Firefly 15 G8,https://laptopmedia.com/laptop-specs/hp-zbook-firefly-15-g8-279/,Intel Core i7-1185G7,32GB RAM,NVIDIA Quadro T500,"15.6”, Full HD (1920 x 1080), IPS",2000GB SSD,$207900,
HP 15,https://laptopmedia.com/laptop-specs/hp-15-14265/,Intel Core i5-1135G7,16GB RAM,Intel Iris Xe Graphics G7 (80EU),"15.6”, HD (1366 x 768), TN",256GB SSD,$96400,
HP 17,https://laptopmedia.com/laptop-specs/hp-17-15116/,Intel Core i7-1255U,16GB RAM,Intel Iris Xe Graphics G7 (96EU),"17.3”, Full HD (1920 x 1080), IPS",512GB SSD,$104900,
HP 15,https://laptopmedia.com/laptop-specs/hp-15-14232/,Intel Core i5-1235U,64GB RAM,Intel Iris Xe Graphics G7 (80EU),"15.6”, Full HD (1920 x 1080), IPS",4000GB SSD,$164000,
Acer Predator Helios 300,https://laptopmedia.com/laptop-specs/acer-predator-helios-300-1475/,Intel Core i7-12700H,64GB RAM,"NVIDIA GeForce RTX 3060 (Laptop, 140W)","15.6"", Full HD (1920 x 1080), 165 Hz, IPS",4000GB SSD,$233900,
HP 17,https://laptopmedia.com/laptop-specs/hp-17-15160/,Intel Core i5-1135G7,24GB RAM,Intel Iris Xe Graphics G7 (80EU),"17.3”, Full HD (1920 x 1080), IPS",1000GB SSD,$99900,
HP 17,https://laptopmedia.com/laptop-specs/hp-17-15153/,Intel Core i5-1135G7,16GB RAM,Intel Iris Xe Graphics G7 (80EU),"17.3”, Full HD (1920 x 1080), IPS",1000GB SSD,$89900,
Acer Predator Triton 500 SE,https://laptopmedia.com/laptop-specs/acer-predator-triton-500-se-337/,Intel Core i7-11800H,64GB RAM,"NVIDIA GeForce RTX 3060 (Laptop, 105W)","16.0"", WQXGA (2560 x 1600), 165 Hz, IPS",2000GB SSD,$199900,
Acer Aspire 3,https://laptopmedia.com/laptop-specs/acer-aspire-3-1238/,AMD Ryzen 3 7320U,8GB RAM,AMD Radeon 610M,"15.6”, Full HD (1920 x 1080), IPS",128GB SSD,$45894,
Acer Swift 3,https://laptopmedia.com/laptop-specs/acer-swift-3-632/,Intel Core i5-12500H,8GB RAM,Intel Iris Xe Graphics G7 (80EU),"14.0″, 2.8K (2880 x 1800), 90 Hz, OLED",512GB SSD,$120917,
MSI GP66 Leopard,https://laptopmedia.com/laptop-specs/msi-gp66-leopard-716/,Intel Core i7-11800H,16GB RAM,"NVIDIA GeForce RTX 3070 (Laptop, 140W)","15.6”, Full HD (1920 x 1080), 144 Hz, IPS",4000GB SSD,$205499,
MSI WF66,https://laptopmedia.com/laptop-specs/msi-wf66-492/,Intel Core i7-11800H,32GB RAM,NVIDIA RTX A2000 (Laptop),"15.6”, Full HD (1920 x 1080), IPS",1000GB SSD,$288999,
HP Pavilion 15,https://laptopmedia.com/laptop-specs/hp-pavilion-15-6084/,Intel Core i7-1165G7,24GB RAM,Intel Iris Xe Graphics G7 (96EU),"15.6”, Full HD (1920 x 1080), IPS",512GB SSD,$98999,
HP Pavilion 15,https://laptopmedia.com/laptop-specs/hp-pavilion-15-6101/,Intel Core i7-1255U,32GB RAM,Intel Iris Xe Graphics G7 (96EU),"15.6”, Full HD (1920 x 1080), IPS",512GB SSD,$106400,
HP Pavilion x360 15,https://laptopmedia.com/laptop-specs/hp-pavilion-x360-15-824/,Intel Core i7-1165G7,64GB RAM,Intel Iris Xe Graphics G7 (96EU),"15.6”, Full HD (1920 x 1080), IPS",2000GB SSD,$159900,
Lenovo ThinkPad T14s Gen 2,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-t14s-gen-2-16/,Intel Core i5-1145G7,8GB RAM,Intel Iris Xe Graphics G7 (80EU),"14.0”, Full HD (1920 x 1080), IPS",256GB SSD,$59995,
ASUS VivoBook 15 F515,https://laptopmedia.com/laptop-specs/asus-vivobook-15-f515-9/,Intel Core i5-1135G7,8GB RAM,Intel Iris Xe Graphics G7 (80EU),"15.6”, Full HD (1920 x 1080), TN",512GB SSD,$55812,
Alienware x15 R1,https://laptopmedia.com/laptop-specs/alienware-x15-r1-10/,Intel Core i7-11800H,16GB RAM,NVIDIA GeForce RTX 3070 (Laptop),"15.6"", Full HD (1920 x 1080), 360 Hz, IPS",1000GB SSD,$189997,
Dell Latitude 3420,https://laptopmedia.com/laptop-specs/dell-latitude-3420-30/,Intel Core i5-1135G7,8GB RAM,Intel Iris Xe Graphics G7 (80EU),"14.0”, Full HD (1920 x 1080), IPS",256GB SSD,$71900,
Dell Latitude 5400,https://laptopmedia.com/laptop-specs/dell-latitude-5400-159/,Intel Core i5-8365U,8GB RAM,Intel UHD Graphics 620,"14.0”, HD (1366 x 768), IPS",256GB SSD,$31899,
Lenovo IdeaPad 3 15,https://laptopmedia.com/laptop-specs/lenovo-ideapad-3-15-3011/,AMD Ryzen 5 5500U,8GB RAM,"AMD Radeon RX Vega 7 (R4000/5000, 15W)","15.6”, Full HD (1920 x 1080), TN",256GB SSD,$67999,
HP ZBook Studio G8,https://laptopmedia.com/laptop-specs/hp-zbook-studio-g8-27/,Intel Core i7-11850H,32GB RAM,NVIDIA RTX A2000 (Laptop),"15.6”, Full HD (1920 x 1080)",512GB SSD,$139423,
ASUS VivoBook 15,https://laptopmedia.com/laptop-specs/asus-vivobook-15-1524/,Intel Core i3-1005G1,12GB RAM,Intel UHD Graphics G1,"15.6”, HD (1366 x 768), TN",256GB SSD,$45900,
Acer Aspire 1,https://laptopmedia.com/laptop-specs/acer-aspire-1-15/,Intel Celeron N4500,4GB RAM,Intel UHD Graphics (Jasper Lake 16 EU),"15.6”, Full HD (1920 x 1080), TN",128GB SSD,$29700,
Lenovo ThinkPad T14s Gen 2,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-t14s-gen-2-6/,Intel Core i5-1135G7,8GB RAM,Intel Iris Xe Graphics G7 (80EU),"14.0”, Full HD (1920 x 1080), IPS",256GB SSD,$145741,
ASUS ROG Strix G17 G713,https://laptopmedia.com/laptop-specs/asus-rog-strix-g17-g713-7/,AMD Ryzen 9 5900HX,16GB RAM,"NVIDIA GeForce RTX 3070 (Laptop, 130W)","17.3”, Full HD (1920 x 1080), 300 Hz, IPS",1000GB SSD,$235900,
HP Chromebook 11 G5 EE,https://laptopmedia.com/laptop-specs/hp-chromebook-11-g5-ee-3/,Intel Celeron N3060,2GB RAM,Intel HD Graphics 400 (Braswell),"11.6”, HD (1280 x 800), TN",16GB SSD,$22800,
HP 15,https://laptopmedia.com/laptop-specs/hp-15-6342/,AMD Ryzen 5 5500U,8GB RAM,"AMD Radeon RX Vega 7 (R4000/5000, 15W)","15.6”, Full HD (1920 x 1080), IPS",256GB SSD,$48900,
Lenovo Legion 5 17,https://laptopmedia.com/laptop-specs/lenovo-legion-5-17-179/,AMD Ryzen 5 5600H,8GB RAM,NVIDIA GeForce GTX 1650 (Laptop),"17.3”, Full HD (1920 x 1080), IPS",256GB SSD,$82900,
MSI Raider GE66,https://laptopmedia.com/laptop-specs/msi-raider-ge66-12/,Intel Core i9-12900HK,32GB RAM,"NVIDIA GeForce RTX 3080 Ti (Laptop, 150W)","15.6"", 4K UHD (3840 x 2160), 120 Hz, IPS",2000GB SSD,$360900,
Dell Inspiron Plus 7610,https://laptopmedia.com/laptop-specs/dell-inspiron-plus-7610-25/,Intel Core i7-11800H,16GB RAM,Intel UHD Graphics Xe 750 (32EU),"16.0”, 3K (3072 x 1920), IPS",1000GB SSD,$106318,
Lenovo 300w Gen 3,https://laptopmedia.com/laptop-specs/lenovo-300w-gen-3-3/,AMD 3015e,4GB RAM,AMD Radeon RX Vega 3,"11.6”, HD (1366 x 768), IPS",64GB SSD,$17000,
Lenovo ThinkPad E15 Gen 2,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-e15-gen-2-1047/,Intel Core i5-1135G7,16GB RAM,Intel Iris Xe Graphics G7 (80EU),"15.6”, Full HD (1920 x 1080), IPS",512GB SSD,$161900,
ASUS ROG Strix G15,https://laptopmedia.com/laptop-specs/asus-rog-strix-g15-603/,AMD Ryzen 7 4800H,16GB RAM,"NVIDIA GeForce RTX 3060 (Laptop, 130W)","15.6”, Full HD (1920 x 1080), 144 Hz, IPS",512GB SSD,$103999,
HP Pavilion 15,https://laptopmedia.com/laptop-specs/hp-pavilion-15-5873/,Intel Core i7-1260P,64GB RAM,Intel Iris Xe Graphics G7 (96EU),"15.6”, Full HD (1920 x 1080), IPS",2000GB SSD,$169900,
HP Pavilion 15,https://laptopmedia.com/laptop-specs/hp-pavilion-15-5861/,Intel Core i7-1260P,16GB RAM,Intel Iris Xe Graphics G7 (96EU),"15.6”, Full HD (1920 x 1080), IPS",512GB SSD,$124999,
HP Victus 15,https://laptopmedia.com/laptop-specs/hp-victus-15-486/,Intel Core i5-12450H,8GB RAM,"NVIDIA GeForce GTX 1650 (Laptop, 50W)","15.6”, Full HD (1920 x 1080), IPS",512GB SSD,$77999,
Lenovo IdeaPad Gaming 3 15,https://laptopmedia.com/laptop-specs/lenovo-ideapad-gaming-3-15-161/,AMD Ryzen 5 5600H,16GB RAM,NVIDIA GeForce GTX 1650 (Laptop),"15.6”, Full HD (1920 x 1080), 120 Hz, IPS",256GB SSD,$69995,
Lenovo Legion 5 15,https://laptopmedia.com/laptop-specs/lenovo-legion-5-15-933/,AMD Ryzen 5 5600H,8GB RAM,"NVIDIA GeForce RTX 3050 Ti (Laptop, 95W)","15.6”, Full HD (1920 x 1080), 120 Hz, IPS",512GB SSD,$73972,
Lenovo V15 Gen 3,https://laptopmedia.com/laptop-specs/lenovo-v15-gen-3-12/,AMD Ryzen 5 5625U,20GB RAM,"AMD Radeon RX Vega 7 (R4000/5000, 15W)","15.6”, Full HD (1920 x 1080), IPS",2000GB SSD,$89888,
HP 15,https://laptopmedia.com/laptop-specs/hp-15-12734/,Intel Pentium Silver N5030,8GB RAM,Intel UHD Graphics 605,"15.6”, HD (1366 x 768), TN",512GB SSD,$52999,
HP 15,https://laptopmedia.com/laptop-specs/hp-15-12772/,Intel Core i3-1115G4,12GB RAM,Intel UHD Graphics Xe G4 (48EU),"15.6”, Full HD (1920 x 1080), IPS",512GB SSD,$64999,
HP 15,https://laptopmedia.com/laptop-specs/hp-15-12757/,Intel Core i5-1135G7,16GB RAM,Intel Iris Xe Graphics G7 (80EU),"15.6”, Full HD (1920 x 1080), IPS",1000GB SSD,$72900,
Lenovo ThinkPad L14 Gen 3,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-l14-gen-3-20/,Intel Core i5-1235U,8GB RAM,Intel Iris Xe Graphics G7 (80EU),"14.0”, Full HD (1920 x 1080), IPS",256GB SSD,$91618,
HP Victus 15,https://laptopmedia.com/laptop-specs/hp-victus-15-78/,Intel Core i5-12450H,32GB RAM,"NVIDIA GeForce GTX 1650 (Laptop, 50W)","15.6”, Full HD (1920 x 1080), 144 Hz, IPS",512GB SSD,$79999,
Dell Latitude 5320,https://laptopmedia.com/laptop-specs/dell-latitude-5320-6/,Intel Core i7-1185G7,16GB RAM,Intel Iris Xe Graphics G7 (96EU),"13.3”, Full HD (1920 x 1080), IPS",256GB SSD,$185900,
Dell Inspiron 15 3593,https://laptopmedia.com/laptop-specs/dell-inspiron-15-3593-10/,Intel Core i5-1035G1,32GB RAM,Intel UHD Graphics G1,"15.6”, HD (1366 x 768), TN",1000GB SSD,$82900,
Acer Chromebook 311,https://laptopmedia.com/laptop-specs/acer-chromebook-311-2/,AMD A6-9220C,4GB RAM,AMD Radeon R5 (Stoney Ridge),"11.6”, HD (1366 x 768), IPS",32GB SSD,$19651,
Acer Nitro 5 (AN515-44),https://laptopmedia.com/laptop-specs/acer-nitro-5-an515-44-55/,AMD Ryzen 5 4600H,8GB RAM,"NVIDIA GeForce GTX 1650 (Laptop, 50W)","15.6”, Full HD (1920 x 1080), IPS",256GB SSD,$89900,1000GB HDD
