Product Name,Product Link,Processor,Internal memory,Video card,Display,Solid-state drive,Price,Hard drive
HP ENVY x360 15,https://laptopmedia.com/laptop-specs/hp-envy-x360-15-4133/,Intel Core i5-1135G7,32GB RAM,Intel Iris Xe Graphics G7 (80EU),"15.6”, Full HD (1920 x 1080), IPS",1000GB SSD,$109900,
HP Pavilion 15,https://laptopmedia.com/laptop-specs/hp-pavilion-15-6250/,Intel Core i7-1255U,16GB RAM,Intel Iris Xe Graphics G7 (96EU),"15.6”, Full HD (1920 x 1080), IPS",512GB SSD,$87900,
ASUS TUF Dash F15,https://laptopmedia.com/laptop-specs/asus-tuf-dash-f15-1065/,Intel Core i7-12650H,8GB RAM,"NVIDIA GeForce RTX 3070 (Laptop, 105W)","15.6”, Full HD (1920 x 1080), 144 Hz, IPS",512GB SSD,$127999,
Dell Inspiron 3525,https://laptopmedia.com/laptop-specs/dell-inspiron-3525-223/,AMD Ryzen 7 5825U,16GB RAM,NVIDIA GeForce MX550,"15.6”, Full HD (1920 x 1080), IPS",512GB SSD,$104900,
HP EliteBook 645 G10,https://laptopmedia.com/laptop-specs/hp-elitebook-645-g10-6/,AMD Ryzen 5 PRO 7530U,8GB RAM,"AMD Radeon RX Vega 7 (R4000/5000, 15W)","14.0”, Full HD (1920 x 1080), IPS",256GB SSD,$103057,
HP 15,https://laptopmedia.com/laptop-specs/hp-15-14797/,Intel Core i7-1255U,64GB RAM,Intel Iris Xe Graphics G7 (96EU),"15.6”, Full HD (1920 x 1080), IPS",2000GB SSD,$162499,
Dell Latitude 3420,https://laptopmedia.com/laptop-specs/dell-latitude-3420-183/,Intel Core i5-1135G7,8GB RAM,Intel Iris Xe Graphics G7 (80EU),"14.0”, HD (1366 x 768), TN",512GB SSD,$120000,
HP 17,https://laptopmedia.com/laptop-specs/hp-17-15055/,AMD Ryzen 5 5625U,32GB RAM,"AMD Radeon RX Vega 7 (R4000/5000, 15W)","17.3”, HD+ (1600 x 900), TN",256GB SSD,$104499,2000GB HDD
ASUS TUF Gaming A15,https://laptopmedia.com/laptop-specs/asus-tuf-gaming-a15-558/,AMD Ryzen 9 5900HX,32GB RAM,"NVIDIA GeForce RTX 3060 (Laptop, 95W)","15.6”, Full HD (1920 x 1080), 144 Hz, IPS",1000GB SSD,$221400,
MSI Delta 15,https://laptopmedia.com/laptop-specs/msi-delta-15-253/,AMD Ryzen 7 5800H,32GB RAM,AMD Radeon RX 6700M,"15.6”, Full HD (1920 x 1080), 240 Hz, IPS",4000GB SSD,$372900,
Alienware x17 R2,https://laptopmedia.com/laptop-specs/alienware-x17-r2-91/,Intel Core i9-12900H,64GB RAM,NVIDIA GeForce RTX 3070 Ti (Laptop),"17.3”, Full HD (1920 x 1080), 360 Hz, IPS",4000GB SSD,$371900,
Dell Inspiron 3515,https://laptopmedia.com/laptop-specs/dell-inspiron-3515-467/,AMD Ryzen 5 3450U,32GB RAM,"AMD Radeon RX Vega 8 (R2000/3000, 15W)","15.6”, HD (1366 x 768), TN",2000GB SSD,$177000,2000GB HDD
MSI Thin GF63,https://laptopmedia.com/laptop-specs/msi-thin-gf63-400/,Intel Core i5-12450H,8GB RAM,Intel Arc A370M,"15.6”, Full HD (1920 x 1080), 144 Hz, IPS",1000GB SSD,$143400,
HP OMEN 17,https://laptopmedia.com/laptop-specs/hp-omen-17-1546/,Intel Core i9-13900HX,16GB RAM,NVIDIA GeForce RTX 4080 (Laptop),"17.3"", QHD (2560 x 1440), 240 Hz, IPS",512GB SSD,$325499,
HP Pro x360 Fortis 11 G11,https://laptopmedia.com/laptop-specs/hp-pro-x360-fortis-11-g11-4/,Intel Pentium Silver N6000,8GB RAM,Intel UHD Graphics (Jasper Lake 32 EU),"11.6”, HD (1366 x 768), TN",128GB SSD,$27900,
Lenovo ThinkPad T14s Gen 2,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-t14s-gen-2-179/,Intel Core i7-1165G7,16GB RAM,Intel Iris Xe Graphics G7 (96EU),"14.0”, Full HD (1920 x 1080), IPS",2000GB SSD,$164999,
HP 14,https://laptopmedia.com/laptop-specs/hp-14-4953/,Intel Core i5-1135G7,16GB RAM,Intel Iris Xe Graphics G7 (80EU),"14.0”, HD (1366 x 768), TN",256GB SSD,$47900,
MSI GP66 Leopard,https://laptopmedia.com/laptop-specs/msi-gp66-leopard-611/,Intel Core i7-11800H,64GB RAM,"NVIDIA GeForce RTX 3070 (Laptop, 140W)","15.6”, Full HD (1920 x 1080), 144 Hz, IPS",8000GB SSD,$309999,
MSI GP66 Leopard,https://laptopmedia.com/laptop-specs/msi-gp66-leopard-761/,Intel Core i7-11800H,32GB RAM,"NVIDIA GeForce RTX 3070 (Laptop, 140W)","15.6”, Full HD (1920 x 1080), 144 Hz, IPS",2000GB SSD,$212900,
MSI GP66 Leopard,https://laptopmedia.com/laptop-specs/msi-gp66-leopard-735/,Intel Core i7-11800H,16GB RAM,"NVIDIA GeForce RTX 3070 (Laptop, 140W)","15.6”, Full HD (1920 x 1080), 144 Hz, IPS",2000GB SSD,$219900,
HP 15,https://laptopmedia.com/laptop-specs/hp-15-14634/,Intel Core i7-1165G7,32GB RAM,Intel Iris Xe Graphics G7 (96EU),"15.6”, HD (1366 x 768), TN",1000GB SSD,$116499,
LG Gram 15,https://laptopmedia.com/laptop-specs/lg-gram-15-296/,Intel Core i5-1135G7,16GB RAM,Intel Iris Xe Graphics G7 (80EU),"15.6”, Full HD (1920 x 1080), IPS",1000GB SSD,$94999,
HP 15,https://laptopmedia.com/laptop-specs/hp-15-13280/,Intel Core i5-1235U,32GB RAM,Intel Iris Xe Graphics G7 (80EU),"15.6”, HD (1366 x 768), TN",512GB SSD,$67599,
HP Spectre x360 16,https://laptopmedia.com/laptop-specs/hp-spectre-x360-16-172/,Intel Core i7-1260P,32GB RAM,Intel Arc A370M,"16.0”, WQUXGA (3840 x 2400), OLED",1000GB SSD,$219999,
Lenovo ThinkBook 15 Gen 3,https://laptopmedia.com/laptop-specs/lenovo-thinkbook-15-gen-3-283/,AMD Ryzen 5 5500U,8GB RAM,"AMD Radeon RX Vega 7 (R4000/5000, 15W)","15.6”, Full HD (1920 x 1080), IPS",1000GB SSD,$120500,
Dell XPS 9520,https://laptopmedia.com/laptop-specs/dell-xps-9520-112/,Intel Core i7-12700H,32GB RAM,NVIDIA GeForce RTX 3050 Ti (Laptop),"15.6”, FHD+ (1920 x 1200), IPS",512GB SSD,$241999,
MSI Katana GF76,https://laptopmedia.com/laptop-specs/msi-katana-gf76-257/,Intel Core i7-12700H,16GB RAM,"NVIDIA GeForce RTX 3060 (Laptop, 105W)","17.3”, Full HD (1920 x 1080), 144 Hz, IPS",2000GB SSD,$213900,
ASUS VivoBook 15,https://laptopmedia.com/laptop-specs/asus-vivobook-15-2440/,Intel Core i3-1005G1,36GB RAM,Intel UHD Graphics G1,"15.6”, HD (1366 x 768), TN",2000GB SSD,$61900,
Lenovo ThinkPad L15 Gen 1,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-l15-gen-1-210/,AMD Ryzen 5 PRO 4650U,64GB RAM,"AMD Radeon RX Vega 6 (R4000/5000, 15W)","15.6”, Full HD (1920 x 1080), IPS",8000GB SSD,$468900,
HP ZBook Fury 16 G9,https://laptopmedia.com/laptop-specs/hp-zbook-fury-16-g9-10/,Intel Core i7-12800HX,16GB RAM,NVIDIA RTX A1000 (Laptop),"16.0”, Full HD (1920 x 1080), IPS",512GB SSD,$255214,
HP ZBook Fury 16 G9,https://laptopmedia.com/laptop-specs/hp-zbook-fury-16-g9-8/,Intel Core i7-12850HX,32GB RAM,NVIDIA RTX A2000 (Laptop),"16.0”, WUXGA (1920 x 1200), IPS",1000GB SSD,$239900,
MSI Sword 15,https://laptopmedia.com/laptop-specs/msi-sword-15-661/,Intel Core i7-12650H,16GB RAM,"NVIDIA GeForce RTX 3070 Ti (Laptop, 105W)","15.6”, Full HD (1920 x 1080), 144 Hz, IPS",1000GB SSD,$181999,
Dell Vostro 7620,https://laptopmedia.com/laptop-specs/dell-vostro-7620-14/,Intel Core i7-12700H,24GB RAM,NVIDIA GeForce RTX 3050 (Laptop),"16.0”, WUXGA (1920 x 1200), IPS",1000GB SSD,$157900,
Lenovo ThinkPad P1 Gen 5,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-p1-gen-5-37/,Intel Core i7-12800H,16GB RAM,NVIDIA GeForce RTX 3070 Ti (Laptop),"16.0"", WQXGA (2560 x 1600), 165 Hz, IPS",512GB SSD,$219900,
Apple MacBook Air 13,https://laptopmedia.com/laptop-specs/apple-macbook-air-13-111/,Apple M2 (8-core GPU),24GB RAM,Apple M2 GPU (8-core),"13.6"", (2560 x 1664), IPS",512GB SSD,$179996,
ASUS Vivobook 17,https://laptopmedia.com/laptop-specs/asus-vivobook-17-2912/,Intel Core i5-1035G1,36GB RAM,Intel UHD Graphics G1,"17.3”, HD+ (1600 x 900), TN",2000GB SSD,$167900,1000GB HDD
ASUS Vivobook 17,https://laptopmedia.com/laptop-specs/asus-vivobook-17-2878/,Intel Core i5-1035G1,12GB RAM,Intel UHD Graphics G1,"17.3”, HD+ (1600 x 900), TN",128GB SSD,$105900,1000GB HDD
LG Gram 17,https://laptopmedia.com/laptop-specs/lg-gram-17-243/,Intel Core i7-1260P,16GB RAM,Intel Iris Xe Graphics G7 (96EU),"17.0”, QHD+ (2560 x 1600), IPS",512GB SSD,$160900,
HP OMEN 16,https://laptopmedia.com/laptop-specs/hp-omen-16-833/,Intel Core i7-12700H,32GB RAM,"NVIDIA GeForce RTX 3060 (Laptop, 140W)","16.1″, Full HD (1920 x 1080), IPS",2000GB SSD,$231000,
Lenovo Legion 5 Pro 16,https://laptopmedia.com/laptop-specs/lenovo-legion-5-pro-16-230/,AMD Ryzen 7 5800H,32GB RAM,"NVIDIA GeForce RTX 3070 (Laptop, 140W)","16.0"", QHD (2560 x 1600), 165 Hz, IPS",2000GB SSD,$153900,
Acer Nitro 5,https://laptopmedia.com/laptop-specs/acer-nitro-5-2775/,Intel Core i5-10300H,32GB RAM,"NVIDIA GeForce RTX 3050 Ti (Laptop, 75W)","15.6”, Full HD (1920 x 1080), 144 Hz, IPS",1000GB SSD,$154999,1000GB HDD
Dell Inspiron 3511,https://laptopmedia.com/laptop-specs/dell-inspiron-3511-1723/,Intel Core i7-1165G7,16GB RAM,Intel Iris Xe Graphics G7 (96EU),"15.6”, Full HD (1920 x 1080), IPS",1000GB SSD,$97999,
MSI Raider GE66,https://laptopmedia.com/laptop-specs/msi-raider-ge66-753/,Intel Core i7-12700H,32GB RAM,"NVIDIA GeForce RTX 3080 Ti (Laptop, 150W)","15.6”,  QHD (2560 x 1440), 240 Hz, IPS",1000GB SSD,$345900,
Lenovo Legion 5i 17,https://laptopmedia.com/laptop-specs/lenovo-legion-5i-17-91/,Intel Core i7-11800H,16GB RAM,"NVIDIA GeForce RTX 3050 Ti (Laptop, 95W)","17.3”, Full HD (1920 x 1080), 144 Hz, IPS",512GB SSD,$154999,
Dell Inspiron 3515,https://laptopmedia.com/laptop-specs/dell-inspiron-3515-437/,AMD Ryzen 5 3450U,32GB RAM,"AMD Radeon RX Vega 8 (R2000/3000, 15W)","15.6”, HD (1366 x 768), TN",1000GB SSD,$97999,
ASUS Zenbook Pro 15 Flip,https://laptopmedia.com/laptop-specs/asus-zenbook-pro-15-flip-18/,Intel Core i7-12700H,16GB RAM,Intel Iris Xe Graphics G7 (96EU),"15.6″, 2.8K (2880 x 1620), 120 Hz, OLED",2000GB SSD,$124999,
MSI Thin GF63,https://laptopmedia.com/laptop-specs/msi-thin-gf63-371/,Intel Core i7-12650H,24GB RAM,"NVIDIA GeForce RTX 4050 (Laptop, 45W)","15.6”, Full HD (1920 x 1080), 144 Hz, IPS",516GB SSD,$132999,
Lenovo Legion 5i 17,https://laptopmedia.com/laptop-specs/lenovo-legion-5i-17-86/,Intel Core i7-11800H,64GB RAM,"NVIDIA GeForce RTX 3050 Ti (Laptop, 95W)","17.3”, Full HD (1920 x 1080), 144 Hz, IPS",4000GB SSD,$220999,
HP 14,https://laptopmedia.com/laptop-specs/hp-14-5132/,AMD Ryzen 3 3250U,16GB RAM,AMD Radeon RX Vega 3,"14.0”, Full HD (1920 x 1080), IPS",1000GB SSD,$44900,
Lenovo Yoga 7i 16,https://laptopmedia.com/laptop-specs/lenovo-yoga-7i-16-139/,Intel Core i5-1240P,8GB RAM,Intel Iris Xe Graphics G7 (80EU),"16.0″, 2.5K (2560 x 1440), IPS",2000GB SSD,$97900,
HP ProBook 450 G8,https://laptopmedia.com/laptop-specs/hp-probook-450-g8-666/,Intel Core i5-1135G7,16GB RAM,Intel Iris Xe Graphics G7 (80EU),"15.6”, Full HD (1920 x 1080), IPS",8000GB SSD,$404900,
Lenovo IdeaPad 3 14,https://laptopmedia.com/laptop-specs/lenovo-ideapad-3-14-1060/,Intel Core i5-10210U,12GB RAM,Intel UHD Graphics,"14.0”, Full HD (1920 x 1080), TN",2000GB SSD,$67900,
ASUS ROG Zephyrus Duo 16,https://laptopmedia.com/laptop-specs/asus-rog-zephyrus-duo-16-217/,AMD Ryzen 9 7945HX,32GB RAM,"NVIDIA GeForce RTX 4080 (Laptop, 165W)","16.0"", QHD (2560 x 1600), 240 Hz, IPS",4000GB SSD,$409900,
Lenovo IdeaPad 3i 14,https://laptopmedia.com/laptop-specs/lenovo-ideapad-3i-14-353/,Intel Core i7-1165G7,16GB RAM,Intel Iris Xe Graphics G7 (96EU),"14.0”, Full HD (1920 x 1080), TN",512GB SSD,$57999,
Acer Nitro 5,https://laptopmedia.com/laptop-specs/acer-nitro-5-2722/,Intel Core i5-12500H,64GB RAM,NVIDIA GeForce RTX 3050 (Laptop),"17.3”, Full HD (1920 x 1080), 144 Hz, IPS",1000GB SSD,$161999,
HP 15,https://laptopmedia.com/laptop-specs/hp-15-13821/,Intel Core i7-1255U,64GB RAM,Intel Iris Xe Graphics G7 (96EU),"15.6”, Full HD (1920 x 1080), IPS",4000GB SSD,$122999,
Lenovo ThinkPad P14s Gen 3,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-p14s-gen-3-70/,Intel Core i7-1270P,16GB RAM,Intel Iris Xe Graphics G7 (96EU),"14.0"", FHD+ (1920 x 1200), IPS",1000GB SSD,$134999,
Lenovo ThinkPad T14s Gen 2,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-t14s-gen-2-188/,AMD Ryzen 7 5850U,8GB RAM,"AMD Radeon RX Vega 8 (R4000/5000, 15W)","14.0”, Full HD (1920 x 1080), IPS",512GB SSD,$62900,
LG gram 15,https://laptopmedia.com/laptop-specs/lg-gram-15-273/,Intel Core i7-1260P,16GB RAM,Intel Iris Xe Graphics G7 (96EU),"15.6”, Full HD (1920 x 1080), IPS",1000GB SSD,$161900,
Dell Inspiron 3525,https://laptopmedia.com/laptop-specs/dell-inspiron-3525-183/,AMD Ryzen 5 5625U,16GB RAM,"AMD Radeon RX Vega 7 (R4000/5000, 15W)","15.6”, Full HD (1920 x 1080), 120 Hz, IPS",512GB SSD,$63900,
ASUS VivoBook 15,https://laptopmedia.com/laptop-specs/asus-vivobook-15-2691/,Intel Core i3-1005G1,12GB RAM,Intel UHD Graphics G1,"15.6”, HD (1366 x 768), TN",2000GB SSD,$145900,
Alienware x17 R2,https://laptopmedia.com/laptop-specs/alienware-x17-r2-61/,Intel Core i9-12900H,16GB RAM,NVIDIA GeForce RTX 3070 Ti (Laptop),"17.3”, Full HD (1920 x 1080), 360 Hz, IPS",4000GB SSD,$349900,
Dell Latitude 5420,https://laptopmedia.com/laptop-specs/dell-latitude-5420-197/,Intel Core i5-1145G7,64GB RAM,Intel Iris Xe Graphics G7 (80EU),"14.0”, Full HD (1920 x 1080), IPS",512GB SSD,$94999,
Dell G15 5520,https://laptopmedia.com/laptop-specs/dell-g15-5520-152/,Intel Core i7-12700H,64GB RAM,NVIDIA GeForce RTX 3060 (Laptop),"15.6”, Full HD (1920 x 1080), 120 Hz, IPS",2000GB SSD,$236999,
Dell XPS 9720,https://laptopmedia.com/laptop-specs/dell-xps-9720-110/,Intel Core i7-12700H,64GB RAM,"NVIDIA GeForce RTX 3060 (Laptop, 90W)","17.0”, UHD+ (3840 x 2400), IPS",2000GB SSD,$365900,
Dell XPS 9720,https://laptopmedia.com/laptop-specs/dell-xps-9720-108/,Intel Core i7-12700H,64GB RAM,"NVIDIA GeForce RTX 3060 (Laptop, 90W)","17.0”, UHD+ (3840 x 2400), IPS",2000GB SSD,$365900,
Lenovo ThinkPad L13 Gen 3,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-l13-gen-3-6/,AMD Ryzen 5 PRO 5675U,8GB RAM,"AMD Radeon RX Vega 7 (R4000/5000, 15W)","13.3”, FHD+ (1920 x 1200), IPS",256GB SSD,$111987,
Acer Aspire 5,https://laptopmedia.com/laptop-specs/acer-aspire-5-2965/,AMD Ryzen 3 3350U,20GB RAM,"AMD Radeon RX Vega 6 (R2000/3000, 15W)","15.6”, Full HD (1920 x 1080), IPS",256GB SSD,$68999,1000GB HDD
MSI Sword 15,https://laptopmedia.com/laptop-specs/msi-sword-15-815/,Intel Core i7-11800H,16GB RAM,NVIDIA GeForce RTX 3050 Ti (Laptop),"15.6”, Full HD (1920 x 1080), 144 Hz, IPS",1000GB SSD,$168400,
Alienware x17 R2,https://laptopmedia.com/laptop-specs/alienware-x17-r2-39/,Intel Core i9-12900H,16GB RAM,NVIDIA GeForce RTX 3070 Ti (Laptop),"17.3”, Full HD (1920 x 1080), 360 Hz, IPS",4000GB SSD,$834718,
Lenovo IdeaPad 1 15,https://laptopmedia.com/laptop-specs/lenovo-ideapad-1-15-295/,Intel Pentium Silver N6000,20GB RAM,Intel UHD Graphics (Jasper Lake 32 EU),"15.6”, Full HD (1920 x 1080), IPS",128GB SSD,$46999,
HP 17,https://laptopmedia.com/laptop-specs/hp-17-14807/,Intel Core i7-1165G7,16GB RAM,Intel Iris Xe Graphics G7 (96EU),"17.3”, Full HD (1920 x 1080), IPS",1000GB SSD,$114999,
HP 17,https://laptopmedia.com/laptop-specs/hp-17-14774/,Intel Core i7-1165G7,64GB RAM,Intel Iris Xe Graphics G7 (96EU),"17.3”, Full HD (1920 x 1080), IPS",2000GB SSD,$149999,
ASUS ROG Flow X16,https://laptopmedia.com/laptop-specs/asus-rog-flow-x16-113/,AMD  Ryzen 9 6900HS,64GB RAM,NVIDIA GeForce RTX 3060 (Laptop),"16.0"", WQXGA (2560 x 1600), 165 Hz, IPS",2000GB SSD,$284999,
HP ENVY x360 15,https://laptopmedia.com/laptop-specs/hp-envy-x360-15-4264/,Intel Core i5-1135G7,32GB RAM,Intel Iris Xe Graphics G7 (80EU),"15.6”, Full HD (1920 x 1080), IPS",2000GB SSD,$106799,
HP Pavilion x360 14,https://laptopmedia.com/laptop-specs/hp-pavilion-x360-14-1891/,Intel Core i5-1155G7,32GB RAM,Intel Iris Xe Graphics G7 (80EU),"14.0”, Full HD (1920 x 1080), IPS",512GB SSD,$92999,
ASUS TUF Gaming A16,https://laptopmedia.com/laptop-specs/asus-tuf-gaming-a16-5/,AMD Ryzen 7 7735HS,32GB RAM,AMD Radeon RX 7600S,"16.0″, WUXGA (1920 x 1200), 165 Hz, IPS",1000GB SSD,$155400,
Lenovo IdeaPad 3 15,https://laptopmedia.com/laptop-specs/lenovo-ideapad-3-15-4145/,AMD Ryzen 5 5625U,24GB RAM,"AMD Radeon RX Vega 7 (R4000/5000, 15W)","15.6”, Full HD (1920 x 1080), IPS",1000GB SSD,$89900,
HP ProBook 450 G9,https://laptopmedia.com/laptop-specs/hp-probook-450-g9-124/,Intel Core i5-1235U,64GB RAM,Intel Iris Xe Graphics G7 (80EU),"15.6”, Full HD (1920 x 1080), IPS",1000GB SSD,$141999,
Lenovo ThinkPad T16 Gen 1,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-t16-gen-1-145/,Intel Core i7-1270P,32GB RAM,Intel Iris Xe Graphics G7 (96EU),"16.0”, WUXGA (1920 x 1200), IPS",1000GB SSD,$184900,
HP ENVY 17,https://laptopmedia.com/laptop-specs/hp-envy-17-3121/,Intel Core i7-1255U,16GB RAM,Intel Iris Xe Graphics G7 (96EU),"17.3”, Full HD (1920 x 1080), IPS",1000GB SSD,$114999,
MSI GP66 Leopard,https://laptopmedia.com/laptop-specs/msi-gp66-leopard-636/,Intel Core i7-11800H,64GB RAM,"NVIDIA GeForce RTX 3070 (Laptop, 140W)","15.6”, Full HD (1920 x 1080), 144 Hz, IPS",1000GB SSD,$176999,
HP ENVY x360 15,https://laptopmedia.com/laptop-specs/hp-envy-x360-15-4182/,Intel Core i7-1260P,32GB RAM,Intel Iris Xe Graphics G7 (96EU),"15.6”, Full HD (1920 x 1080), IPS",2000GB SSD,$159999,
LG Gram 17,https://laptopmedia.com/laptop-specs/lg-gram-17-186/,Intel Core i7-1260P,16GB RAM,Intel Iris Xe Graphics G7 (96EU),"17.3”, WQXGA (2560 x 1600), IPS",512GB SSD,$137699,
HP ENVY x360 15,https://laptopmedia.com/laptop-specs/hp-envy-x360-15-4159/,AMD Ryzen 7 5825U,32GB RAM,"AMD Radeon RX Vega 8 (R4000/5000, 15W)","15.6”, Full HD (1920 x 1080), IPS",1000GB SSD,$129999,
ASUS ROG Strix SCAR 15,https://laptopmedia.com/laptop-specs/asus-rog-strix-scar-15-644/,AMD Ryzen 9 5900HX,64GB RAM,"NVIDIA GeForce RTX 3080 (Laptop, 130W)","15.6”, QHD (2560 x 1440), 165 Hz, IPS",8000GB SSD,$606900,
LG gram 16,https://laptopmedia.com/laptop-specs/lg-gram-16-319/,Intel Core i7-1260P,16GB RAM,Intel Iris Xe Graphics G7 (96EU),"16.0"", WQXGA (2560 x 1600), IPS",1000GB SSD,$174900,
HP EliteBook 860 G10,https://laptopmedia.com/laptop-specs/hp-elitebook-860-g10-11/,Intel Core i5-1335U,8GB RAM,Intel Iris Xe Graphics G7 (80EU),"16.0”, WUXGA (1920 x 1200), IPS",256GB SSD,$168782,
Lenovo IdeaPad 5 15,https://laptopmedia.com/laptop-specs/lenovo-ideapad-5-15-965/,Intel Core i7-1165G7,8GB RAM,Intel Iris Xe Graphics G7 (96EU),"15.6”, Full HD (1920 x 1080), IPS",512GB SSD,$57900,
Lenovo IdeaPad Gaming 3 15,https://laptopmedia.com/laptop-specs/lenovo-ideapad-gaming-3-15-306/,AMD Ryzen 7 7735HS,32GB RAM,"NVIDIA GeForce RTX 4050 (Laptop, 85W)","15.6”, Full HD (1920 x 1080), 120 Hz, IPS",1000GB SSD,$119999,
HP 17,https://laptopmedia.com/laptop-specs/hp-17-15300/,Intel Core i5-1135G7,64GB RAM,NVIDIA GeForce MX450,"17.3”, Full HD (1920 x 1080), IPS",1000GB SSD,$223900,
HP 17,https://laptopmedia.com/laptop-specs/hp-17-15295/,Intel Core i5-1135G7,16GB RAM,NVIDIA GeForce MX450,"17.3”, Full HD (1920 x 1080), IPS",4000GB SSD,$223900,
HP 15,https://laptopmedia.com/laptop-specs/hp-15-7255/,AMD Ryzen 5 5500U,8GB RAM,"AMD Radeon RX Vega 7 (R4000/5000, 15W)","15.6”, Full HD (1920 x 1080), IPS",256GB SSD,$97377,
Lenovo ThinkPad T16 Gen 1,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-t16-gen-1-123/,Intel Core i7-1270P,40GB RAM,Intel Iris Xe Graphics G7 (96EU),"16.0”, WUXGA (1920 x 1200), IPS",1000GB SSD,$134999,
HP 17,https://laptopmedia.com/laptop-specs/hp-17-14408/,AMD Ryzen 5 5625U,64GB RAM,"AMD Radeon RX Vega 7 (R4000/5000, 15W)","17.3”, HD+ (1600 x 900), TN",512GB SSD,$126999,1000GB HDD
HP EliteBook 630 G10,https://laptopmedia.com/laptop-specs/hp-elitebook-630-g10-6/,Intel Core i3-1315U,8GB RAM,"Intel UHD Graphics (Alder Lake, 64EU)","13.3”, Full HD (1920 x 1080), IPS",256GB SSD,$101300,
Lenovo Legion 5i 17,https://laptopmedia.com/laptop-specs/lenovo-legion-5i-17-112/,Intel Core i7-11800H,64GB RAM,"NVIDIA GeForce RTX 3050 Ti (Laptop, 95W)","17.3”, Full HD (1920 x 1080), 144 Hz, IPS",2000GB SSD,$176900,
MSI Pulse GL76,https://laptopmedia.com/laptop-specs/msi-pulse-gl76-691/,Intel Core i7-12700H,16GB RAM,"NVIDIA GeForce RTX 3070 (Laptop, 105W)","17.3”, Full HD (1920 x 1080), 360 Hz, IPS",2000GB SSD,$191900,
HP 15,https://laptopmedia.com/laptop-specs/hp-15-14350/,Intel Core i3-1115G4,32GB RAM,Intel UHD Graphics Xe G4 (48EU),"15.6”, HD (1366 x 768), TN",2000GB SSD,$51998,
ASUS TUF Dash F15,https://laptopmedia.com/laptop-specs/asus-tuf-dash-f15-1067/,Intel Core i7-12650H,32GB RAM,"NVIDIA GeForce RTX 3070 (Laptop, 105W)","15.6”, Full HD (1920 x 1080), 144 Hz, IPS",1000GB SSD,$137999,
Lenovo IdeaPad 5 15,https://laptopmedia.com/laptop-specs/lenovo-ideapad-5-15-931/,AMD Ryzen 7 5825U,16GB RAM,"AMD Radeon RX Vega 8 (R4000/5000, 15W)","15.6”, Full HD (1920 x 1080), IPS",512GB SSD,$99900,
